Loading repository data...
Reading installed packages...
S  | Repository                             | Name                                       | Version                                      | Arch
i  | openSUSE-Tumbleweed-Oss                | libQt6QuickEffects6                        | 6.5.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6QuickLayouts6                        | 6.5.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6QuickParticles6                      | 6.5.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6QuickShapes6                         | 6.5.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6QuickTemplates2-6                    | 6.5.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6QuickTest6                           | 6.5.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6QuickTimeline6                       | 6.5.1-1.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6QuickWidgets6                        | 6.5.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6RemoteObjects6                       | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6RemoteObjectsQml6                    | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6Scxml6                               | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6ScxmlQml6                            | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6Sensors6                             | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6SensorsQuick6                        | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6SerialBus6                           | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6SerialPort6                          | 6.5.1-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6ShaderTools6                         | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6SpatialAudio6                        | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6Sql6                                 | 6.5.1-4.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6StateMachine6                        | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6StateMachineQml6                     | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6Svg6                                 | 6.5.1-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6SvgWidgets6                          | 6.5.1-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6Test6                                | 6.5.1-4.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6TextToSpeech6                        | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6UiTools6                             | 6.5.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6VirtualKeyboard6                     | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WaylandClient6                       | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WaylandCompositor6                   | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WaylandEglClientHwIntegration6       | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WaylandEglCompositorHwIntegration6   | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WebChannel6                          | 6.5.1-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WebEngineCore6                       | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WebEngineQuick6                      | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WebEngineWidgets6                    | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WebSockets6                          | 6.5.1-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WebView6                             | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WebViewQuick6                        | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6Widgets6                             | 6.5.1-4.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6WlShellIntegration6                  | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt6Xml6                                 | 6.5.1-4.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DAnimation-devel                    | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DAnimation5                         | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DCore-devel                         | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DCore5                              | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DExtras-devel                       | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DExtras5                            | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DInput-devel                        | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DInput5                             | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DLogic-devel                        | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DLogic5                             | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuick-devel                        | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuick5                             | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickAnimation-devel               | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickAnimation5                    | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickExtras-devel                  | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickExtras5                       | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickInput-devel                   | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickInput5                        | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickRender-devel                  | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickRender5                       | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickScene2D-devel                 | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DQuickScene2D5                      | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DRender-devel                       | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt53DRender5                            | 5.15.10+kde0-1.1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DAnimation6                         | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DCore6                              | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DExtras6                            | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DInput6                             | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DLogic6                             | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DQuick6                             | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DQuickAnimation6                    | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DQuickExtras6                       | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DQuickInput6                        | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DQuickRender6                       | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DQuickScene2D6                      | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQt63DRender6                            | 6.5.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libQtQuick5                                | 5.15.10+kde26-1.1                            | x86_64
i  | openSUSE-Tumbleweed-Oss                | libquadmath0                               | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | libquazip1-qt5-1_4_0                       | 1.4-2.3                                      | x86_64
i  | Packman                                | libquicktime0                              | 1.2.4+git20180804.fff99cd-1699.6.pm.6        | x86_64
v  | Packman                                | libquicktime0                              | 1.2.4+git20180804.fff99cd-1699.6.pm.6        | i586
v  | openSUSE-Tumbleweed-Oss                | libquicktime0                              | 1.2.4+git20180804.fff99cd-4.2                | x86_64
i  | openSUSE-Tumbleweed-Oss                | libqxp-0_0-0                               | 0.0.2-1.21                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | librados2                                  | 16.2.13.66+g54799ee0666-3.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libraptor2-0                               | 2.0.15-3.19                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | librasqal3                                 | 0.9.33-1.35                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | librav1e0                                  | 0.6.4+0-1.2                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libraw23                                   | 0.21.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libraw1394-11                              | 2.1.2-1.13                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libraw1394-11-32bit                        | 2.1.2-1.13                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | librbd1                                    | 16.2.13.66+g54799ee0666-3.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | librdf0                                    | 1.0.17-2.21                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | librdmacm1                                 | 45.0-1.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libre2-10                                  | 20230301-53.3                                | x86_64
v  | home:Dead_Mozay                        | libreadline8                               | 8.2-40.267                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreadline8                               | 8.2-2.3                                      | x86_64
v  | home:Dead_Mozay                        | libreadline8                               | 8.2-40.267                                   | i586
i  | openSUSE-Tumbleweed-Oss                | libRecast1                                 | 1.5.1+git20210305.c5cbd53-1.6                | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice                                | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-base                           | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-branding-openSUSE              | 84.87.20230227-1.3                           | noarch
i  | openSUSE-Tumbleweed-Oss                | libreoffice-calc                           | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-draw                           | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-filters-optional               | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-gnome                          | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-gtk3                           | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-icon-themes                    | 7.5.4.2-1.1                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | libreoffice-impress                        | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-l10n-en                        | 7.5.4.2-1.1                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | libreoffice-mailmerge                      | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-math                           | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-pyuno                          | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-qt5                            | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreoffice-share-linker                   | 1-6.1                                        | noarch
i  | openSUSE-Tumbleweed-Oss                | libreoffice-writer                         | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libreofficekit                             | 7.5.4.2-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | librepository                              | 1.1.6-1.5                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | libressl-devel                             | 3.7.0-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | librest-1_0-0                              | 0.9.1-3.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | librevenge-0_0-0                           | 0.0.5-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | librevenge-stream-0_0-0                    | 0.0.5-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | librhash0                                  | 1.4.3-1.5                                    | x86_64
i  | Packman                                | librist4                                   | 0.2.7-1699.1.pm.10                           | x86_64
v  | Packman                                | librist4                                   | 0.2.7-1699.1.pm.10                           | i586
v  | openSUSE-Tumbleweed-Oss                | librist4                                   | 0.2.7-2.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | librmt1_0                                  | 2022.10.16-47.3                              | x86_64
i  | openSUSE-Tumbleweed-Oss                | librpmbuild9                               | 4.18.0-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | librscg1_0                                 | 2022.10.16-47.3                              | x86_64
i  | openSUSE-Tumbleweed-Oss                | librsvg-2-2                                | 2.56.1-3.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | librsvg-devel                              | 2.56.1-3.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | librtaudio6                                | 5.1.0-1.15                                   | x86_64
i  | Packman                                | librtmp1                                   | 2.4.20151223.fa8646d-1699.1.pm.105           | x86_64
v  | Packman                                | librtmp1                                   | 2.4.20151223.fa8646d-1699.1.pm.105           | i586
i  | openSUSE-Tumbleweed-Oss                | librubberband2                             | 3.1.0-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libruby3_2-3_2                             | 3.2.2-1.2                                    | x86_64
i  | Emulators                              | libryml0_4_1                               | 0.4.1-3.22                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsamba-policy0-python3                   | 4.18.3+git.303.c08b73d523c-1.3               | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsamplerate0                             | 0.2.2-1.7                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsane1                                   | 1.2.1-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsasl2-3                                 | 2.1.28-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsasl2-3-32bit                           | 2.1.28-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsbc1                                    | 1.5-2.13                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsbc1-32bit                              | 1.5-2.13                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libscg1_0                                  | 2022.10.16-47.3                              | x86_64
i  | openSUSE-Tumbleweed-Oss                | libscgcmd1_0                               | 2022.10.16-47.3                              | x86_64
i  | openSUSE-Tumbleweed-Oss                | libschily2_0                               | 2022.10.16-47.3                              | x86_64
i  | openSUSE-Tumbleweed-Oss                | libschroedinger-1_0-0                      | 1.0.11-11.21                                 | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSDL-1_2-0                               | 1.2.64-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSDL-1_2-0-32bit                         | 1.2.64-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSDL2-2_0-0                              | 2.28.1-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSDL2-2_0-0-32bit                        | 2.28.1-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSDL_gfx15                               | 2.0.26-1.26                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libseccomp-devel                           | 2.5.4-2.5                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libseccomp2                                | 2.5.4-2.5                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsecret-1-0                              | 0.20.5-1.6                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsecret-devel                            | 0.20.5-1.6                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libselinux-devel                           | 3.5-3.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | libselinux1                                | 3.5-3.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | libselinux1-32bit                          | 3.5-3.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsemanage-conf                           | 3.5-1.4                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsemanage2                               | 3.5-1.4                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsensors4                                | 3.6.0-8.7                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsepol-devel                             | 3.5-1.3                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsepol2                                  | 3.5-1.3                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | libserd-0-0                                | 0.30.16-1.2                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libserd-0-0-32bit                          | 0.30.16-1.2                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libserf-1-1                                | 1.3.10-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libserializer                              | 1.1.6-1.5                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | libsgutils2-1_48-2                         | 1.48~20221101+1.142dace-1.3                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsha1detectcoll1                         | 1.0.3-4.19                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libshaderc_shared1                         | 2023.4-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsharpyuv0                               | 1.3.0-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libshout3                                  | 2.4.6-1.6                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libshp2                                    | 1.5.0-2.6                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsigc-2_0-0                              | 2.12.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsigc-2_0-0-32bit                        | 2.12.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsignon-qt5-1                            | 8.60-2.20                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsigsegv2                                | 2.14-2.7                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libslang2                                  | 2.3.3-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libslirp0                                  | 4.7.0+44-3.3                                 | x86_64
i  | openSUSE-Tumbleweed-Oss                | libslp1                                    | 2.0.0-21.4                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSM6                                     | 1.2.4-2.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSM6-32bit                               | 1.2.4-2.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsmartcols1                              | 2.39-2.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsmbios_c2                               | 2.4.3.3.gf01a217-2.6                         | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsmputils1-1                             | 0.99-2.13                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsnapper7                                | 0.10.5-2.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsnappy1                                 | 1.1.9-2.7                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsndfile1                                | 1.2.0-2.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsndfile1-32bit                          | 1.2.0-2.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsndio7_1                                | 1.7.0-1.13                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsnmp40                                  | 5.9.3-4.8                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsodium23                                | 1.0.18-2.14                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsoftokn3                                | 3.90-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsoftokn3-32bit                          | 3.90-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsolv-tools                              | 0.7.24-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsord-0-0                                | 0.16.14-1.3                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsord-0-0-32bit                          | 0.16.14-1.3                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSoundTouch1                             | 2.3.2-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsoup-2_4-1                              | 2.74.3-1.5                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsoup-3_0-0                              | 3.4.2-1.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsoup-devel                              | 3.4.2-1.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsoup2-devel                             | 2.74.3-1.5                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsource-highlight4                       | 3.1.9-5.7                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsox3                                    | 14.4.2-6.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsoxr0                                   | 0.1.3-2.16                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspandsp3                                | 3.0.0+g21-1.1                                | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspeechd2                                | 0.11.4-2.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspeex1                                  | 1.2.1-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspeex1-32bit                            | 1.2.1-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspeexdsp1                               | 1.2.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspice-client-glib-2_0-8                 | 0.42-2.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspice-client-glib-helper                | 0.42-2.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspice-client-gtk-3_0-5                  | 0.42-2.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libspice-server1                           | 0.15.2-2.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSPIRV-Tools-2023_3_rc1                  | 2023.3~rc1-1.1                               | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsqlite3-0                               | 3.42.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsqlite3-0-32bit                         | 3.42.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsqlite3-0-x86-64-v3                     | 3.42.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsratom-0-0                              | 0.6.14-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsratom-0-0-32bit                        | 0.6.14-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsrt1_5                                  | 1.5.1-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsrtp2-1                                 | 2.5.0-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libssh-config                              | 0.10.5-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libssh2-1                                  | 1.11.0-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libssh4                                    | 0.10.5-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libssh4-32bit                              | 0.10.5-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libssl53                                   | 3.7.0-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstaroffice-0_0-0                        | 0.0.7-3.8                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstartup-notification-1-0                | 0.12-16.19                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstdc++-devel                            | 13-1.3                                       | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstdc++6                                 | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstdc++6-32bit                           | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstdc++6-devel-gcc13                     | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstdc++6-devel-gcc13-32bit               | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstdc++6-pp                              | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstdc++6-pp-32bit                        | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstoken1                                 | 0.92-1.22                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstorage-ng-lang                         | 4.5.123-1.1                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | libstorage-ng-ruby                         | 4.5.123-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libstorage-ng1                             | 4.5.123-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsubid4                                  | 4.13-6.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsuil-0-0                                | 0.10.18-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsuitesparseconfig5                      | 5.13.0-49.3                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsvn_auth_gnome_keyring-1-0              | 1.14.2-6.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsvn_auth_kwallet-1-0                    | 1.14.2-6.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libSvtAv1Enc1                              | 1.6.0-1.1                                    | x86_64
i  | Packman                                | libswresample3_9                           | 4.4.4-1699.4.pm.3                            | x86_64
v  | Packman                                | libswresample3_9                           | 4.4.4-1699.4.pm.3                            | i586
v  | openSUSE-Tumbleweed-Oss                | libswresample3_9                           | 4.4.4-2.1                                    | x86_64
i  | Packman                                | libswresample4                             | 6.0-1699.4.pm.19                             | x86_64
v  | Packman                                | libswresample4                             | 6.0-1699.4.pm.19                             | i586
v  | openSUSE-Tumbleweed-Oss                | libswresample4                             | 6.0-2.4                                      | x86_64
i  | Packman                                | libswscale5_9                              | 4.4.4-1699.4.pm.3                            | x86_64
v  | Packman                                | libswscale5_9                              | 4.4.4-1699.4.pm.3                            | i586
v  | openSUSE-Tumbleweed-Oss                | libswscale5_9                              | 4.4.4-2.1                                    | x86_64
i  | Packman                                | libswscale7                                | 6.0-1699.4.pm.19                             | x86_64
v  | Packman                                | libswscale7                                | 6.0-1699.4.pm.19                             | i586
v  | openSUSE-Tumbleweed-Oss                | libswscale7                                | 6.0-2.4                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsynctex2                                | 1.21-93.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsystemd0                                | 253.5-5.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libsystemd0-32bit                          | 253.5-5.1                                    | x86_64
