Loading repository data...
Reading installed packages...
S  | Repository                             | Name                                       | Version                                      | Arch
i  | home:Dead_Mozay                        | corectrl-lang                              | 1.3.5-1.15                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | coreutils                                  | 9.3-1.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | coreutils-doc                              | 9.3-1.2                                      | noarch
i  | openSUSE-Tumbleweed-Oss                | cpio                                       | 2.14-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | cpio-mt                                    | 2.14-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | cpp                                        | 13-1.3                                       | x86_64
i  | openSUSE-Tumbleweed-Oss                | cpp13                                      | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | cpupower                                   | 6.4.3-4.17                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | cpupower-bash-completion                   | 6.4.3-4.17                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | cracklib                                   | 2.9.11-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | cracklib-dict-full                         | 2.8.12-66.14                                 | x86_64
i  | openSUSE-Tumbleweed-Oss                | crda                                       | 4.15-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | cron                                       | 4.2-91.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | cronie                                     | 1.6.1-91.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | crypto-policies                            | 20230420.3d08ae7-1.4                         | noarch
i  | openSUSE-Tumbleweed-Oss                | crypto-policies-scripts                    | 20230420.3d08ae7-1.4                         | noarch
i  | openSUSE-Tumbleweed-Oss                | cryptsetup                                 | 2.6.1-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | cryptsetup-doc                             | 2.6.1-3.1                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | ctags                                      | 5.8-13.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | cups                                       | 2.4.2-6.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | cups-client                                | 2.4.2-6.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | cups-config                                | 2.4.2-6.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | cups-filters                               | 1.28.15-3.2                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | cups-pk-helper                             | 0.2.7-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | curl                                       | 8.1.2-1.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | cyrus-sasl                                 | 2.1.28-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | cyrus-sasl-crammd5                         | 2.1.28-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | cyrus-sasl-devel                           | 2.1.28-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | cyrus-sasl-digestmd5                       | 2.1.28-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | cyrus-sasl-gssapi                          | 2.1.28-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | cyrus-sasl-plain                           | 2.1.28-5.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | dbsplit-tools                              | 0.6-141.10                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | dbus-1                                     | 1.14.8-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | dbus-1-common                              | 1.14.8-1.2                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | dbus-1-daemon                              | 1.14.8-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | dbus-1-devel                               | 1.14.8-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | dbus-1-tools                               | 1.14.8-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | dbus-1-x11                                 | 1.14.8-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | dconf                                      | 0.40.0-3.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | debianutils                                | 5.4-2.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | debugedit                                  | 5.0-5.3                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | debuginfod-profile                         | 0.189-3.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | dejavu-fonts                               | 2.37-1.19                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | deltarpm                                   | 3.6.3-2.6                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | desktop-data-openSUSE                      | 15.2.20200107-2.9                            | noarch
i  | openSUSE-Tumbleweed-Oss                | desktop-file-utils                         | 0.26-6.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | desktop-translations                       | 84.87.20230128.350400f-1.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | device-mapper                              | 2.03.16_1.02.185-7.1                         | x86_64
i  | openSUSE-Tumbleweed-Oss                | dia                                        | 0.97.3-11.10                                 | x86_64
i  | openSUSE-Tumbleweed-Oss                | dialog                                     | 1.3-10.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | diffstat                                   | 1.65-1.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | diffutils                                  | 3.10-1.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | digikam                                    | 8.0.0-4.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | digikam-plugins                            | 8.0.0-4.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | dirmngr                                    | 2.3.8-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | discover                                   | 5.27.6-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | discover-backend-flatpak                   | 5.27.6-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | discover-backend-fwupd                     | 5.27.6-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | discover-backend-packagekit                | 5.27.6-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | discover-lang                              | 5.27.6-1.1                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | distribution-logos-openSUSE-icons          | 20220322-1.5                                 | noarch
i  | openSUSE-Tumbleweed-Oss                | distribution-logos-openSUSE-Tumbleweed     | 20220322-1.5                                 | noarch
i  | openSUSE-Tumbleweed-Oss                | dLeyna                                     | 0.8.2-2.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | dmidecode                                  | 3.5-3.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | dmraid                                     | 1.0.0.rc16.3-2.3                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | dnsmasq                                    | 2.89-4.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | docbook-dsssl-stylesheets                  | 1.79-176.13                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | docbook-xml-website                        | 2.6.0-82.19                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | docbook-xsl-stylesheets                    | 1.79.2.1-1.1                                 | noarch
i  | openSUSE-Tumbleweed-Oss                | docbook5-xsl-stylesheets                   | 1.79.2.1-1.1                                 | noarch
i  | openSUSE-Tumbleweed-Oss                | docbook_3                                  | 3.1-773.1                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | docbook_4                                  | 4.5-143.13                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | docbook_5                                  | 5.2cr5-2.1                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | dolphin                                    | 23.04.3-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | dolphin-part                               | 23.04.3-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | dos2unix                                   | 7.5.0-1.2                                    | x86_64
i+ | openSUSE-Tumbleweed-Oss                | dosfstools                                 | 4.2-4.3                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | doxygen                                    | 1.9.6-4.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | dracut                                     | 059+suse.447.g9d1fc722-1.1                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | drkonqi5                                   | 5.27.6-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | drkonqi5-lang                              | 5.27.6-1.1                                   | noarch
i+ | Emulators                              | duckstation                                | git.20230414.5fee6f5-1.8                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | dvd+rw-tools                               | 7.1-62.19                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | dvdauthor                                  | 0.7.2-3.22                                   | x86_64
i  | Packman                                | dvgrab                                     | 3.5-1699.13.pm.131                           | x86_64
v  | Packman                                | dvgrab                                     | 3.5-1699.13.pm.131                           | i586
i  | openSUSE-Tumbleweed-Oss                | dwarves                                    | 1.25-1.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | dwz                                        | 0.15-2.3                                     | x86_64
i+ | openSUSE-Tumbleweed-Oss                | e2fsprogs                                  | 1.47.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | e2fsprogs-devel                            | 1.47.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | ebtables                                   | 2.0.11-5.8                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | ed                                         | 1.19-1.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | efibootmgr                                 | 18-1.3                                       | x86_64
i  | openSUSE-Tumbleweed-Oss                | efont-unicode-bitmap-fonts                 | 0.4.2-228.11                                 | noarch
i  | openSUSE-Tumbleweed-Oss                | elfutils                                   | 0.189-3.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | emacs                                      | 28.2-4.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | emacs-auctex                               | 13.1-2.2                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | emacs-el                                   | 28.2-4.2                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | emacs-eln                                  | 28.2-4.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | emacs-info                                 | 28.2-4.2                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | emacs-nox                                  | 28.2-4.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | emacs-x11                                  | 28.2-4.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | enblend-enfuse                             | 4.2-6.15                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | enchant-2-backend-hunspell                 | 2.2.15-3.4                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | enchant-data                               | 2.2.15-3.4                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | etags                                      | 28.2-4.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | ethtool                                    | 6.3-1.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | ethtool-bash-completion                    | 6.3-1.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | eventviews                                 | 23.04.3-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | evolution-data-server                      | 3.48.4-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | evolution-data-server-devel                | 3.48.4-1.1                                   | x86_64
i+ | openSUSE-Tumbleweed-Oss                | exfat-utils                                | 1.4.0-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | expat                                      | 2.5.0-2.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | extra-cmake-modules                        | 5.108.0-1.1                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | extra-cmake-modules-doc                    | 5.108.0-1.1                                  | noarch
i+ | openSUSE-Tumbleweed-Oss                | fastfetch                                  | 1.11.3-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fdupes                                     | 2.2.1-1.3                                    | x86_64
i+ | Packman                                | ffmpeg-6                                   | 6.0-1699.4.pm.19                             | x86_64
v  | Packman                                | ffmpeg-6                                   | 6.0-1699.4.pm.19                             | i586
v  | openSUSE-Tumbleweed-Oss                | ffmpeg-6                                   | 6.0-2.4                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | ffmpegthumbs                               | 23.04.3-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | file                                       | 5.44-2.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | file-magic                                 | 5.44-2.2                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | filelight                                  | 23.04.3-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | filesystem                                 | 84.87-12.1                                   | x86_64
i+ | openSUSE-Tumbleweed-Oss                | filezilla                                  | 3.65.0-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | filezilla-lang                             | 3.65.0-1.1                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | fillup                                     | 1.42-279.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | findutils                                  | 4.9.0-2.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | fipscheck                                  | 1.7.0-1.5                                    | x86_64
i+ | openSUSE-Tumbleweed-Oss                | firewalld                                  | 2.0.0-1.1                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | firewalld-bash-completion                  | 2.0.0-1.1                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | firewalld-lang                             | 2.0.0-1.1                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | fixmath                                    | 2022.07.20-5.2                               | x86_64
i  | openSUSE-Tumbleweed-Oss                | flatpak                                    | 1.14.4-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | flatpak-remote-flathub                     | 1.14.4-1.2                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | flex                                       | 2.6.4-6.24                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fluid-soundfont-gm                         | 3.1-5.19                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | fluid-soundfont-gs                         | 3.1-5.19                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | flute                                      | 1.3.0-6.6                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | fontconfig                                 | 2.14.2-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fontconfig-32bit                           | 2.14.2-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fontconfig-devel                           | 2.14.2-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fonts-config                               | 20200609+git0.42e2b1b-1.12                   | noarch
i  | openSUSE-Tumbleweed-Oss                | frameworkintegration-devel                 | 5.108.0-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | frameworkintegration-plugin                | 5.108.0-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | freecell-solver-presets                    | 6.8.0-1.3                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | freetype2-devel                            | 2.13.0-4.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | frei0r-plugins                             | 1.8.0-2.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | fribidi                                    | 1.0.13-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fribidi-devel                              | 1.0.13-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fuse                                       | 2.9.9-6.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | fuse-exfat                                 | 1.4.0-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | fuse3                                      | 3.15.0-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fwupd                                      | 1.8.16-2.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | fwupd-bash-completion                      | 1.8.16-2.1                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | fwupd-efi                                  | 1.3-1.3                                      | x86_64
i+ | openSUSE-Tumbleweed-Oss                | gamemode                                   | 1.7-3.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | gamemoded                                  | 1.7-3.2                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | gawk                                       | 5.2.2-2.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcab                                       | 1.5-1.4                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcc                                        | 13-1.3                                       | x86_64
i+ | openSUSE-Tumbleweed-Oss                | gcc-32bit                                  | 13-1.3                                       | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcc-c++                                    | 13-1.3                                       | x86_64
i+ | openSUSE-Tumbleweed-Oss                | gcc-c++-32bit                              | 13-1.3                                       | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcc-info                                   | 13-1.3                                       | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcc13                                      | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcc13-32bit                                | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcc13-c++                                  | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcc13-c++-32bit                            | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcc13-info                                 | 13.1.1+git7552-1.1                           | noarch
i  | openSUSE-Tumbleweed-Oss                | gcr-ssh-agent                              | 4.1.0-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcr-ssh-askpass                            | 4.1.0-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcr-viewer                                 | 4.1.0-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcr3-data                                  | 3.41.0-3.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcr3-prompter                              | 3.41.0-3.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gcr3-ssh-askpass                           | 3.41.0-3.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdb                                        | 13.2-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdbm-devel                                 | 1.23-1.12                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdk-pixbuf-devel                           | 2.42.10-1.4                                  | x86_64
i  | Packman                                | gdk-pixbuf-loader-libheif                  | 1.16.2-1699.5.pm.6                           | x86_64
v  | Packman                                | gdk-pixbuf-loader-libheif                  | 1.16.2-1699.5.pm.6                           | i586
v  | openSUSE-Tumbleweed-Oss                | gdk-pixbuf-loader-libheif                  | 1.16.2-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdk-pixbuf-loader-rsvg                     | 2.56.1-3.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdk-pixbuf-query-loaders                   | 2.42.10-1.4                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdk-pixbuf-query-loaders-32bit             | 2.42.10-1.4                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdk-pixbuf-thumbnailer                     | 2.42.10-1.4                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdm                                        | 44.1-2.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gdm-branding-openSUSE                      | 15.1-3.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gdm-schema                                 | 44.1-2.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gdmflexiserver                             | 44.1-2.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gegl-0_4                                   | 0.4.46-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | geoclue2                                   | 2.7.0-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | geocode-glib                               | 3.26.4-1.4                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gettext-its-gtk4                           | 4.10.4-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gettext-runtime                            | 0.21.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gettext-runtime-32bit                      | 0.21.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gettext-tools                              | 0.21.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | ghostscript                                | 9.56.1-4.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | ghostscript-fonts-other                    | 9.06-13.13                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | ghostscript-fonts-std                      | 9.06-13.13                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | ghostscript-fonts-std-converted            | 9.06-13.13                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | ghostscript-x11                            | 9.56.1-4.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gimp                                       | 2.10.34-5.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | gimp-help                                  | 2.10.0-2.4                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | gimp-plugin-aa                             | 2.10.34-5.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | gio-branding-openSUSE                      | 42.1-20.4                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | girepository-1_0                           | 1.76.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | git                                        | 2.41.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | git-core                                   | 2.41.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | git-email                                  | 2.41.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | git-gui                                    | 2.41.0-1.2                                   | x86_64
i+ | openSUSE-Tumbleweed-Oss                | git-lfs                                    | 3.3.0-1.5                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | git-svn                                    | 2.41.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gitk                                       | 2.41.0-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gjs                                        | 1.76.2-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | glassfish-activation-api                   | 1.2.0-4.4                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | glassfish-servlet-api                      | 3.1.0-2.20                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | glib-networking                            | 2.76.1-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | glib2-devel                                | 2.76.4-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | glib2-tools                                | 2.76.4-1.1                                   | x86_64
i+ | openSUSE-Tumbleweed-Oss                | glibc                                      | 2.37-5.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | glibc-32bit                                | 2.37-5.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | glibc-devel                                | 2.37-5.1                                     | x86_64
i+ | openSUSE-Tumbleweed-Oss                | glibc-devel-32bit                          | 2.37-5.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | glibc-extra                                | 2.37-5.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | glibc-info                                 | 2.37-5.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | glibc-locale                               | 2.37-5.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | glibc-locale-base                          | 2.37-5.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | glibc-locale-base-32bit                    | 2.37-5.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | glu-devel                                  | 9.0.2-2.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | gmenudbusmenuproxy                         | 5.27.6-2.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gmp-devel                                  | 6.2.1-4.13                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-bluetooth                            | 42.5-1.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-browser-connector                    | 42.1-2.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-clocks                               | 44.0-1.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-color-manager                        | 3.36.0-2.8                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-common                               | 3.18.0-3.14                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-control-center                       | 44.3-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-control-center-color                 | 44.3-1.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-control-center-goa                   | 44.3-1.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-control-center-user-faces            | 44.3-1.1                                     | noarch
i+ | openSUSE-Tumbleweed-Oss                | gnome-disk-utility                         | 44.0-1.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-extensions                           | 44.3-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-keyring                              | 42.1-2.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-keyring-32bit                        | 42.1-2.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-keyring-pam                          | 42.1-2.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-keyring-pam-32bit                    | 42.1-2.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-menus                                | 3.36.0-3.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-menus-branding-openSUSE              | 42.1-1.11                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-online-accounts                      | 3.48.0-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-online-accounts-devel                | 3.48.0-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-packagekit                           | 43.0-1.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-session                              | 44.0-2.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-session-core                         | 44.0-2.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-session-default-session              | 44.0-2.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-settings-daemon                      | 44.1-1.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-shell                                | 44.3-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-shell-calendar                       | 44.3-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-shell-classic                        | 44.0-1.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-shell-extension-desktop-icons        | 20.10.0-3.7                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-shell-extensions-common              | 44.0-1.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-shell-search-provider-gnome-clocks   | 44.0-1.2                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-shell-search-provider-gnome-terminal | 3.48.1-1.2                                   | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-shell-search-provider-nautilus       | 44.2-2.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-software                             | 44.3-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-software-plugin-packagekit           | 44.3-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-terminal                             | 3.48.1-1.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnome-themes-accessibility                 | 3.28-1.22                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-themes-accessibility-gtk2            | 3.28-1.22                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | gnome-user-docs                            | 44.3-1.1                                     | noarch
i  | openSUSE-Tumbleweed-Oss                | gnomekbd-tools                             | 3.28.1-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gnu-unifont-bitmap-fonts                   | 15.0.01-2.1                                  | noarch
i  | openSUSE-Tumbleweed-Oss                | gnutls                                     | 3.8.0-4.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | gobject-introspection                      | 1.76.1-2.2                                   | x86_64
